atm_id,city_state_zip.city,city_state_zip.state,city_state_zip.zip,pos_capability,offsite_or_onsite,bank
24984,Shenandoah,VA,22849,chip,onsite,jpmc
24985,Campus,IL,60920,chip,onsite,bank_of_america
24986,Rice,TX,75155,chip,onsite,bank_of_america
24987,Wrentham,MA,2093,chip,offsite,jpmc
24988,Arminto,WY,82630,chip,onsite,jpmc
24989,Oyens,IA,51045,swipe,onsite,jpmc
24990,Anton Chico,NM,87711,swipe,offsite,bank_of_america
24991,Chico,CA,95929,chip,onsite,jpmc
24992,Page,WV,25152,chip,onsite,jpmc
24993,Sultan,WA,98294,chip,onsite,bank_of_america
24994,Engelhard,NC,27824,chip,onsite,jpmc
24995,Cory,CO,81414,chip,onsite,hsbc
24996,Van Vleet,MS,38877,chip,onsite,hsbc
24997,Sealevel,NC,28577,swipe,onsite,jpmc
24998,San Antonio,TX,78204,chip,onsite,jpmc
24999,Addison,IL,60101,chip,onsite,jpmc
25000,Elnora,IN,47529,chip,onsite,jpmc
25001,Jeffersonville,IN,47134,swipe,onsite,jpmc
25002,Montague,NJ,7827,swipe,onsite,jpmc
25003,Live Oak,FL,32064,chip,onsite,jpmc
25004,Midlothian,VA,23112,swipe,onsite,jpmc
25005,Ridgeville,IN,47380,swipe,onsite,hsbc
25006,Louisville,KY,40223,swipe,onsite,jpmc
25007,Potomac,MD,20854,chip,onsite,jpmc
25008,San Antonio,TX,78291,swipe,onsite,jpmc
25009,Wrigley,KY,41477,swipe,onsite,jpmc
25010,Palo Verde,CA,92266,chip,onsite,bank_of_america
25011,Omaha,NE,68114,chip,onsite,jpmc
25012,Covesville,VA,22931,swipe,onsite,jpmc
25013,Saxon,WI,54559,chip,onsite,jpmc
25014,Logansport,LA,71049,chip,offsite,jpmc
25015,Warren,OH,44488,chip,onsite,jpmc
25016,Willard,NC,28478,chip,onsite,jpmc
25017,Hamburg,NJ,7419,chip,onsite,jpmc
25018,Charleston,SC,29422,swipe,onsite,jpmc
25019,Evansville,IN,47728,swipe,onsite,jpmc
25020,Dallas,TX,75357,swipe,onsite,jpmc
25021,Tucson,AZ,85705,chip,offsite,jpmc
25022,Mentmore,NM,87319,chip,onsite,bank_of_america
25023,Solon,ME,4979,chip,onsite,jpmc
25024,Shortt Gap,VA,24647,chip,onsite,jpmc
25025,Whiteside,MO,63387,swipe,onsite,jpmc
25026,Austin,TX,78701,swipe,onsite,jpmc
25027,Corpus Christi,TX,78409,swipe,onsite,bank_of_america
25028,Centralia,MO,65240,chip,onsite,jpmc
25029,Albemarle,NC,28001,chip,onsite,jpmc
25030,Wilkinson,WV,25653,chip,onsite,jpmc
25031,Revere,PA,18953,chip,onsite,jpmc
25032,Mobile,AL,36688,swipe,onsite,jpmc
25033,Blounts Creek,NC,27814,chip,onsite,jpmc
25034,Spreckels,CA,93962,swipe,onsite,wellsfargo
25035,White River Junction,VT,5009,chip,offsite,jpmc
25036,Ninety Six,SC,29666,chip,onsite,jpmc
25037,Ophir,KY,41459,chip,onsite,jpmc
25038,Jeffersonville,OH,43128,swipe,onsite,jpmc
25039,Johnstown,CO,80534,chip,onsite,jpmc
25040,Neola,IA,51559,chip,onsite,jpmc
25041,Lake Hubert,MN,56459,chip,onsite,jpmc
25042,Hudsonville,MI,49426,chip,onsite,jpmc
25043,Eureka,MO,63025,swipe,onsite,jpmc
25044,Kingwood,WV,26537,chip,onsite,jpmc
25045,Langley,SC,29834,swipe,onsite,wellsfargo
25046,Huntsville,AL,35811,chip,onsite,hsbc
25047,Fredericktown,MO,63645,chip,onsite,jpmc
25048,Owensburg,IN,47453,swipe,onsite,jpmc
25049,Richland,MO,65556,chip,onsite,wellsfargo
25050,Santa Barbara,CA,93121,chip,onsite,jpmc
25051,Knippa,TX,78870,chip,onsite,jpmc
25052,Laconia,TN,38045,chip,onsite,jpmc
25053,Mechanicville,NY,12118,chip,onsite,jpmc
25054,Bladen,NE,68928,chip,onsite,jpmc
25055,Trumansburg,NY,14886,swipe,onsite,jpmc
25056,Hartland,VT,5048,chip,onsite,jpmc
25057,Bonlee,NC,27213,swipe,onsite,jpmc
25058,Janesville,IA,50647,chip,onsite,jpmc
25059,Rapid River,MI,49878,chip,offsite,jpmc
25060,Salem,VA,24157,chip,onsite,jpmc
25061,West Palm Beach,FL,33404,swipe,onsite,wellsfargo
25062,Oklahoma City,OK,73131,chip,onsite,jpmc
25063,Lecontes Mills,PA,16850,swipe,onsite,jpmc
25064,Dallas,TX,75203,swipe,offsite,jpmc
25065,Gaylord,MN,55334,chip,onsite,jpmc
25066,Bailey,TX,75413,swipe,onsite,bank_of_america
25067,Denton,NE,68339,chip,onsite,jpmc
25068,Escondido,CA,92033,chip,onsite,jpmc
25069,Flushing,NY,11367,chip,onsite,jpmc
25070,Lawrenceville,NY,12949,swipe,onsite,jpmc
25071,Bricelyn,MN,56014,chip,onsite,jpmc
25072,Indianapolis,IN,46205,swipe,onsite,jpmc
25073,Fort Atkinson,IA,52144,chip,onsite,jpmc
25074,Kenvir,KY,40847,chip,onsite,jpmc
25075,Corvallis,OR,97339,chip,onsite,jpmc
25076,Albany,NY,12230,chip,onsite,jpmc
25077,Andrews,IN,46702,chip,offsite,jpmc
25078,Allred,TN,38542,swipe,onsite,jpmc
25079,Pasadena,CA,91110,chip,onsite,hsbc
25080,Kiamesha Lake,NY,12751,chip,onsite,jpmc
25081,Houston,TX,77249,chip,onsite,jpmc
25082,Lycoming,NY,13093,chip,onsite,jpmc
25083,Philadelphia,PA,19131,chip,onsite,jpmc
25084,Phoenix,AZ,85048,chip,onsite,jpmc
25085,Huntsville,AL,35814,chip,onsite,jpmc
25086,Social Circle,GA,30025,chip,onsite,jpmc
25087,Lansing,MI,48907,chip,onsite,bank_of_america
25088,Paron,AR,72122,swipe,onsite,jpmc
25089,Eastaboga,AL,36260,swipe,onsite,jpmc
25090,Charlotte,NC,28277,chip,onsite,jpmc
25091,Eyota,MN,55934,chip,onsite,jpmc
25092,Merced,CA,95343,chip,onsite,jpmc
25093,Symsonia,KY,42082,chip,onsite,hsbc
25094,Greenfield,OH,45123,chip,onsite,jpmc
25095,Pemberton,NJ,8068,swipe,onsite,hsbc
25096,Eagle Lake,ME,4739,chip,onsite,jpmc
25097,South Bend,IN,46615,chip,onsite,jpmc
25098,Lawrence,MA,1840,chip,onsite,jpmc
25099,Cebolla,NM,87518,swipe,onsite,jpmc
25100,Houston,TX,77297,chip,offsite,jpmc
25101,Hearne,TX,77859,chip,onsite,jpmc
25102,Sweeny,TX,77480,chip,onsite,jpmc
25103,Murphysboro,IL,62966,chip,onsite,jpmc
25104,Utica,NY,13503,chip,onsite,jpmc
25105,Hammond,IN,46327,chip,offsite,jpmc
25106,Shady Point,OK,74956,chip,offsite,bank_of_america
25107,Dupree,SD,57623,chip,onsite,jpmc
25108,Trenton,TX,75490,chip,offsite,jpmc
25109,Joplin,MO,64801,chip,onsite,jpmc
25110,Pen Argyl,PA,18072,swipe,onsite,jpmc
25111,Beverly,OH,45715,chip,onsite,hsbc
25112,Seattle,WA,98164,swipe,onsite,jpmc
25113,Mount Olive,IL,62069,chip,onsite,jpmc
25114,Adams Run,SC,29426,swipe,onsite,jpmc
25115,Oolitic,IN,47451,chip,onsite,jpmc
25116,Ocala,FL,34470,chip,onsite,jpmc
25117,Sacramento,CA,94291,chip,onsite,jpmc
25118,Tulsa,OK,74131,chip,onsite,jpmc
25119,Clarksdale,MO,64430,chip,onsite,jpmc
25120,Long Beach,CA,90840,chip,onsite,jpmc
25121,York Haven,PA,17370,chip,onsite,jpmc
25122,Topton,PA,19562,chip,onsite,jpmc
25123,Springfield,MO,65817,chip,onsite,hsbc
25124,Freeburg,MO,65035,swipe,onsite,wellsfargo
25125,Bronx,NY,10475,swipe,onsite,jpmc
25126,Conception Junction,MO,64434,swipe,onsite,jpmc
25127,Yacolt,WA,98675,chip,onsite,jpmc
25128,Woodruff,SC,29388,chip,onsite,jpmc
25129,Waterbury Center,VT,5677,swipe,onsite,jpmc
25130,Charlotte,NC,28233,chip,onsite,jpmc
21189,Saint Louis,MO,63129,swipe,onsite,jpmc
21190,University Center,MI,48710,swipe,onsite,bank_of_america
21191,Birmingham,AL,35278,chip,onsite,jpmc
21192,Conehatta,MS,39057,chip,onsite,jpmc
21193,Bradenton,FL,34211,chip,onsite,jpmc
21194,Ogunquit,ME,3907,chip,onsite,jpmc
21195,Winchester,OR,97495,chip,onsite,jpmc
21196,Bedford,IN,47421,chip,onsite,jpmc
21197,New York,NY,10132,chip,onsite,jpmc
21198,Hinckley,MN,55037,chip,onsite,wellsfargo
21199,Murdock,IL,61941,chip,onsite,bank_of_america
21200,Salol,MN,56756,chip,onsite,jpmc
21201,Beech Grove,AR,72412,chip,onsite,jpmc
21202,Saint Charles,MN,55972,chip,onsite,bank_of_america
21203,Cleveland,OH,44186,chip,onsite,jpmc
21204,Ranchos De Taos,NM,87557,chip,onsite,bank_of_america
21205,Minersville,PA,17954,chip,onsite,wellsfargo
21206,Datil,NM,87821,chip,onsite,jpmc
21207,Texarkana,TX,75507,swipe,onsite,jpmc
21208,Parsons,KS,67357,chip,offsite,jpmc
21209,Universal,IN,47884,chip,onsite,jpmc
21210,Little Rock,AR,72205,chip,onsite,jpmc
21211,Wheatland,IA,52777,chip,onsite,bank_of_america
21212,Twin City,GA,30471,chip,onsite,jpmc
21213,West Granby,CT,6090,chip,onsite,jpmc
21214,East Boothbay,ME,4544,swipe,onsite,jpmc
21215,New Britain,CT,6053,swipe,onsite,jpmc
21216,Concord,NC,28027,chip,onsite,jpmc
21217,San Francisco,CA,94118,swipe,onsite,jpmc
21218,Hobbs,NM,88241,chip,onsite,jpmc
21219,Richmond,VA,23218,swipe,onsite,wellsfargo
21220,New Orleans,LA,70142,chip,offsite,jpmc
21221,Zamora,CA,95698,chip,onsite,jpmc
21222,Demorest,GA,30535,chip,onsite,jpmc
21223,Livermore,IA,50558,chip,onsite,jpmc
21224,Phillips,ME,4966,swipe,onsite,jpmc
21225,Clearfield,PA,16830,chip,onsite,jpmc
21226,Boston,MA,2266,chip,onsite,jpmc
21227,Lilesville,NC,28091,chip,onsite,jpmc
21228,Lexington,KY,40592,chip,onsite,jpmc
21229,Usk,WA,99180,chip,offsite,jpmc
21230,Oxford,CT,6478,swipe,onsite,jpmc
21231,Schellsburg,PA,15559,swipe,onsite,bank_of_america
21232,Corinne,WV,25826,chip,onsite,jpmc
21233,Deerton,MI,49822,swipe,onsite,jpmc
21234,Baton Rouge,LA,70895,chip,onsite,jpmc
21235,Brandon,FL,33511,chip,onsite,jpmc
21236,Jackson,WY,83001,chip,onsite,jpmc
21237,Syracuse,OH,45779,swipe,onsite,jpmc
21238,Paducah,KY,42001,chip,onsite,hsbc
21239,Franklin,ME,4634,chip,offsite,jpmc
21240,Bostwick,FL,32007,chip,onsite,jpmc
21241,Portland,ME,4101,chip,onsite,jpmc
21242,Mount Freedom,NJ,7970,chip,onsite,jpmc
21243,Birmingham,AL,35289,chip,onsite,jpmc
21244,Varysburg,NY,14167,chip,onsite,jpmc
21245,Newman,CA,95360,chip,offsite,jpmc
21246,Long Beach,WA,98631,chip,onsite,wellsfargo
21247,Jackson,MS,39202,chip,onsite,hsbc
21248,Stevens Village,AK,99774,swipe,onsite,wellsfargo
21249,Canandaigua,NY,14424,chip,onsite,bank_of_america
21250,Ford,WA,99013,chip,onsite,jpmc
21251,Meservey,IA,50457,swipe,onsite,jpmc
21252,Lafayette,IN,47903,chip,onsite,wellsfargo
21253,Talbert,KY,41377,swipe,onsite,jpmc
21254,Westville,OH,43083,chip,onsite,jpmc
21255,Uneeda,WV,25205,chip,onsite,jpmc
21256,Southern Md Facility,MD,20697,swipe,onsite,jpmc
21257,Calumet,MN,55716,chip,onsite,jpmc
21258,Emigsville,PA,17318,chip,onsite,jpmc
21259,Warrendale,PA,15095,swipe,onsite,wellsfargo
21260,Sandy,UT,84070,chip,onsite,jpmc
21261,Bellflower,MO,63333,chip,onsite,jpmc
21262,Glade Park,CO,81523,swipe,onsite,jpmc
21263,Colfax,NC,27235,chip,onsite,jpmc
21264,Deer Creek,OK,74636,chip,onsite,jpmc
21265,Louisville,KY,40269,chip,onsite,jpmc
21266,Labarre,LA,70751,swipe,onsite,jpmc
21267,Bison,SD,57620,swipe,onsite,jpmc
21268,Grand View,ID,83624,chip,onsite,jpmc
21269,Essex Junction,VT,5453,chip,onsite,jpmc
21270,Pontiac,MO,65729,chip,onsite,jpmc
21271,Marcola,OR,97454,chip,onsite,jpmc
21272,Mc Grath,MN,56350,chip,onsite,jpmc
21273,Pittsfield,IL,62363,chip,onsite,jpmc
21274,Grantsville,UT,84029,swipe,onsite,bank_of_america
21275,South China,ME,4358,chip,onsite,jpmc
21276,Heidenheimer,TX,76533,chip,onsite,jpmc
21277,Funkstown,MD,21734,chip,onsite,jpmc
21278,Spring Dale,WV,25986,swipe,onsite,jpmc
21279,Tivoli,TX,77990,chip,onsite,jpmc
21280,Langley,WA,98260,chip,onsite,jpmc
21281,Tunas,MO,65764,chip,onsite,jpmc
21282,Whittier,AK,99693,chip,onsite,jpmc
21283,Duryea,PA,18642,chip,onsite,jpmc
21284,Santa Barbara,CA,93130,swipe,onsite,bank_of_america
21285,Black Diamond,WA,98010,chip,onsite,jpmc
21286,Silver Spring,MD,20915,chip,onsite,jpmc
21287,La Center,KY,42056,chip,onsite,jpmc
21288,Greenup,KY,41144,chip,offsite,bank_of_america
21289,Minnetonka,MN,55345,chip,onsite,jpmc
21290,Hegins,PA,17938,swipe,onsite,jpmc
21291,Rocklake,ND,58365,chip,onsite,jpmc
21292,Marcell,MN,56657,chip,onsite,jpmc
21293,Washington,MO,63090,chip,onsite,hsbc
21294,Hosford,FL,32334,swipe,onsite,jpmc
21295,Newark,NJ,7112,chip,onsite,jpmc
21296,New Church,VA,23415,swipe,onsite,jpmc
21297,Urich,MO,64788,swipe,onsite,jpmc
21298,Roxboro,NC,27573,chip,onsite,jpmc
21299,Bethera,SC,29430,chip,onsite,jpmc
21300,Charlotte,NC,28299,chip,onsite,jpmc
21301,Casper,WY,82604,chip,onsite,jpmc
21302,Dorchester,SC,29437,chip,onsite,jpmc
21303,Shawnee Mission,KS,66215,chip,onsite,jpmc
21304,Harwood,MD,20776,chip,onsite,jpmc
21305,San Antonio,TX,78212,chip,onsite,jpmc
21306,Grubbs,AR,72431,chip,onsite,jpmc
21307,Berrysburg,PA,17005,chip,onsite,jpmc
21308,Happy Jack,AZ,86024,chip,onsite,jpmc
21309,Denbo,PA,15429,chip,onsite,wellsfargo
21310,Galeton,PA,16922,swipe,offsite,hsbc
21311,Barton,OH,43905,chip,onsite,jpmc
21312,Washington,DC,20206,swipe,onsite,jpmc
21313,Somerville,MA,2145,swipe,offsite,jpmc
21314,Dillon Beach,CA,94929,swipe,onsite,bank_of_america
21315,Wauzeka,WI,53826,chip,onsite,jpmc
21316,Madison Lake,MN,56063,swipe,onsite,jpmc
21317,Pueblo,CO,81002,chip,onsite,hsbc
21318,Rileyville,VA,22650,chip,onsite,jpmc
21319,Charleston,WV,25332,chip,onsite,jpmc
21320,Warner,NH,3278,swipe,onsite,jpmc
21321,Pleasant Ridge,MI,48069,chip,offsite,jpmc
21322,Clarksburg,MO,65025,swipe,onsite,jpmc
21323,Tarpley,TX,78883,swipe,onsite,wellsfargo
21324,Vonore,TN,37885,swipe,offsite,jpmc
21325,West Jefferson,OH,43162,chip,onsite,jpmc
21326,Lamartine,PA,16375,chip,onsite,jpmc
21327,Petros,TN,37845,chip,onsite,jpmc
21328,Apalachicola,FL,32320,chip,onsite,jpmc
21329,Castile,NY,14427,chip,onsite,jpmc
21330,Birmingham,AL,35287,chip,onsite,jpmc
21331,Gilboa,NY,12076,chip,onsite,jpmc
21332,Chico,TX,76431,swipe,onsite,jpmc
21333,Halifax,VA,24558,swipe,onsite,jpmc
21334,Lake Montezuma,AZ,86342,chip,onsite,jpmc
21335,Temple,TX,76508,chip,onsite,jpmc
21336,Timberlake,NC,27583,chip,onsite,jpmc
21337,Turnersburg,NC,28688,chip,onsite,jpmc
21338,Clarkston,WA,99403,chip,onsite,hsbc
21339,Pelican Rapids,MN,56572,chip,onsite,jpmc
21340,Stockton,CA,95210,chip,onsite,jpmc
21341,Baltimore,MD,21278,chip,onsite,jpmc
21342,Dannemora,NY,12929,chip,onsite,jpmc
21343,Toquerville,UT,84774,chip,onsite,jpmc
21344,Flemingsburg,KY,41041,chip,onsite,wellsfargo
21345,Fairbanks,AK,99709,swipe,onsite,jpmc
21346,Ruby,SC,29741,chip,onsite,jpmc
21347,New York,NY,10013,swipe,onsite,jpmc
21348,Durham,KS,67438,swipe,onsite,jpmc
21349,Neskowin,OR,97149,chip,onsite,jpmc
21350,Omaha,NE,68135,chip,onsite,jpmc
21351,Firestone,CO,80520,chip,onsite,jpmc
21352,Max,ND,58759,chip,onsite,jpmc
21353,Riverside,CA,92503,chip,onsite,jpmc
21354,Washington,DC,20538,chip,onsite,jpmc
21355,Worthington,KY,41183,chip,offsite,jpmc
21356,Opdyke,IL,62872,chip,onsite,jpmc
21357,Chicago,IL,60664,chip,onsite,jpmc
21358,Ecleto,TX,78111,chip,onsite,wellsfargo
21359,Lincoln,MO,65338,swipe,onsite,hsbc
21360,Elkins,AR,72727,chip,onsite,jpmc
21361,Lost Springs,KS,66859,chip,onsite,jpmc
21362,Patuxent River,MD,20670,chip,onsite,jpmc
21363,Sundown,TX,79372,chip,onsite,jpmc
21364,Marshall,WI,53559,swipe,onsite,jpmc
21365,Tujunga,CA,91043,chip,onsite,jpmc
21366,Cowarts,AL,36321,chip,onsite,jpmc
21367,Lexington,KY,40591,chip,onsite,jpmc
21368,Mobile,AL,36609,chip,onsite,hsbc
21369,Robinsonville,MS,38664,chip,onsite,jpmc
21370,Montgomery City,MO,63361,chip,onsite,jpmc
21371,Stoy,IL,62464,swipe,onsite,jpmc
21372,Gainesville,FL,32601,chip,onsite,jpmc
21373,Lemont,PA,16851,chip,onsite,jpmc
21374,Springtown,TX,76082,chip,onsite,jpmc
21375,Ayr,ND,58007,chip,onsite,jpmc
21376,Swainsboro,GA,30401,swipe,onsite,jpmc
21377,Burnt Ranch,CA,95527,chip,onsite,bank_of_america
21378,Montello,WI,53949,chip,onsite,jpmc
21379,South Holland,IL,60473,chip,onsite,jpmc
21380,Idyllwild,CA,92549,swipe,offsite,jpmc
21381,South Dartmouth,MA,2748,swipe,onsite,bank_of_america
21382,Elyria,OH,44035,chip,onsite,bank_of_america
21383,Misenheimer,NC,28109,chip,onsite,jpmc
21384,Ridgeway,VA,24148,chip,onsite,jpmc
21385,Yates City,IL,61572,chip,offsite,jpmc
21386,Lake Bronson,MN,56734,chip,onsite,jpmc
21387,Young America,MN,55559,chip,onsite,jpmc
21388,Harwood,MD,20776,chip,onsite,jpmc
21389,Houston,TX,77297,swipe,onsite,jpmc
21390,Tunas,MO,65764,chip,onsite,jpmc
21391,Phoenix,AZ,85032,chip,offsite,jpmc
21392,Deltaville,VA,23043,chip,onsite,jpmc
21393,Camp Crook,SD,57724,chip,offsite,jpmc
21394,Westover,MD,21890,chip,onsite,jpmc
21395,Tucson,AZ,85707,chip,onsite,jpmc
21396,Fredericksburg,VA,22406,chip,onsite,jpmc
21397,Earlton,NY,12058,swipe,onsite,jpmc
21398,West Fairlee,VT,5083,chip,onsite,jpmc
21399,Gober,TX,75443,chip,offsite,jpmc
21400,Amarillo,TX,79106,swipe,onsite,jpmc
21401,Cashion,OK,73016,chip,onsite,jpmc
21402,Jefferson,MA,1522,chip,onsite,jpmc
21403,Fayette City,PA,15438,chip,onsite,jpmc
21404,Mexia,AL,36458,chip,onsite,jpmc
21405,Pendroy,MT,59467,chip,onsite,jpmc
21406,Albany,NY,12232,chip,onsite,jpmc
21407,Lufkin,TX,75915,chip,onsite,jpmc
21408,Orangeburg,NY,10962,chip,onsite,jpmc
21409,Sherman,TX,75090,chip,onsite,bank_of_america
21410,Brooklyn,NY,11218,chip,offsite,wellsfargo
21411,Mccain,NC,28361,swipe,onsite,jpmc
21412,Putney,VT,5346,swipe,onsite,jpmc
21413,Bradford,RI,2808,chip,onsite,jpmc
21414,Ashland,IL,62612,chip,onsite,jpmc
21415,Rowlett,TX,75030,chip,onsite,jpmc
21416,Grangeville,ID,83530,chip,onsite,jpmc
21417,Houston,TX,77013,chip,onsite,jpmc
21418,Shipman,VA,22971,chip,onsite,jpmc
21419,Ethel,MS,39067,chip,onsite,jpmc
21420,Chicago,IL,60630,chip,onsite,jpmc
21421,San Antonio,TX,78297,swipe,onsite,jpmc
21422,New York,NY,10109,swipe,onsite,jpmc
21423,Tornillo,TX,79853,chip,onsite,wellsfargo
21424,Whitakers,NC,27891,chip,onsite,jpmc
21425,Waller,TX,77484,chip,onsite,jpmc
21426,Rancho Cordova,CA,95670,chip,offsite,jpmc
21427,Walnut Cove,NC,27052,swipe,offsite,jpmc
21428,Corinna,ME,4928,swipe,offsite,jpmc
21429,Tanacross,AK,99776,chip,onsite,jpmc
21430,El Paso,TX,79999,chip,onsite,jpmc
21431,Flat Rock,IL,62427,chip,onsite,wellsfargo
21432,Vernon,TX,76384,chip,onsite,jpmc
21433,Garland,PA,16416,swipe,onsite,jpmc
21434,Eckerty,IN,47116,chip,onsite,jpmc
21435,Denton,TX,76208,chip,onsite,jpmc
21436,Shawmut,MT,59078,chip,onsite,jpmc
21437,Newtown,IN,47969,swipe,onsite,jpmc
21438,Cottonport,LA,71327,swipe,onsite,jpmc
21439,Homosassa,FL,34446,chip,onsite,jpmc
21440,Erie,CO,80516,swipe,onsite,jpmc
21441,Mc Cool Junction,NE,68401,swipe,onsite,jpmc
21442,Mashpee,MA,2649,chip,onsite,jpmc
21443,Tefft,IN,46380,chip,onsite,jpmc
21444,Binghamton,NY,13903,swipe,onsite,bank_of_america
21445,Otwell,IN,47564,chip,onsite,jpmc
21446,Chevy Chase,MD,20815,chip,onsite,hsbc
21447,Higden,AR,72067,chip,onsite,jpmc
21448,Clayton,DE,19938,chip,onsite,jpmc
21449,Kansas City,MO,64111,chip,onsite,jpmc
21450,Cypress,FL,32432,swipe,onsite,wellsfargo
21451,Austin,TX,78726,chip,onsite,jpmc
21452,Chicago Ridge,IL,60415,chip,offsite,jpmc
21453,Fowlerton,IN,46930,chip,onsite,wellsfargo
21454,Lebanon,VA,24266,chip,onsite,jpmc
21455,Spofford,NH,3462,chip,onsite,jpmc
21456,Danielson,CT,6239,chip,onsite,jpmc
21457,Cope,SC,29038,chip,onsite,jpmc
21458,Augusta,ME,4330,chip,onsite,jpmc
21459,Powderville,MT,59345,swipe,onsite,jpmc
21460,Hinckley,MN,55037,swipe,onsite,jpmc
21461,Bend,OR,97708,chip,onsite,jpmc
21462,Roslyn,SD,57261,chip,onsite,jpmc
21463,Columbus,MS,39704,chip,onsite,jpmc
21464,Starkweather,ND,58377,swipe,onsite,jpmc
21465,Tampa,FL,33605,swipe,onsite,jpmc
21466,Denton,TX,76207,chip,onsite,jpmc
21467,Gallitzin,PA,16641,chip,onsite,jpmc
21468,Fresno,CA,93729,chip,onsite,jpmc
21469,Burnside,IA,50521,swipe,onsite,jpmc
21470,Fair Bluff,NC,28439,chip,offsite,jpmc
21471,Hammond,IN,46327,chip,offsite,jpmc
21472,Harrisburg,PA,17177,swipe,onsite,jpmc
21473,Harrells,NC,28444,swipe,onsite,jpmc
21474,Kenyon,MN,55946,swipe,onsite,jpmc
21475,Chatsworth,NJ,8019,chip,onsite,jpmc
21476,Macon,GA,31297,chip,onsite,hsbc
21477,Salisbury,VT,5769,chip,onsite,jpmc
21478,Charlotte,NC,28270,chip,onsite,jpmc
21479,Waldron,AR,72958,chip,onsite,jpmc
21480,Rush,NY,14543,chip,onsite,jpmc
21481,Crown,PA,16220,swipe,offsite,jpmc
21482,Saint Francisville,IL,62460,chip,onsite,jpmc
21483,Cedar Rapids,IA,52406,swipe,onsite,jpmc
21484,Spartanburg,SC,29307,chip,onsite,jpmc
21485,Little Rock,AR,72231,chip,offsite,bank_of_america
21486,Avawam,KY,41713,swipe,onsite,wellsfargo
21487,Rice,MN,56367,chip,onsite,jpmc
21488,Mount Orab,OH,45154,chip,onsite,jpmc
21489,Ridgeland,MS,39158,chip,onsite,jpmc
21490,Jonesville,VA,24263,chip,onsite,jpmc
21491,Tallulah Falls,GA,30573,chip,onsite,jpmc
21492,Early,TX,76802,chip,onsite,jpmc
21493,New York,NY,10260,chip,onsite,jpmc
21494,Horseheads,NY,14845,chip,onsite,jpmc
21495,Ludell,KS,67744,chip,onsite,jpmc
21496,Raleigh,NC,27627,chip,onsite,jpmc
21497,Rutherford College,NC,28671,swipe,offsite,jpmc
21498,Lebanon,SD,57455,chip,onsite,jpmc
21499,Allenwood,PA,17810,chip,offsite,jpmc
21500,Houston,TX,77020,chip,onsite,jpmc
21501,Kingston,AR,72742,chip,onsite,jpmc
21502,Smithfield,VA,23430,chip,onsite,jpmc
21503,Shungnak,AK,99773,swipe,onsite,jpmc
21504,Louisville,CO,80027,chip,onsite,jpmc
21505,Confluence,KY,41730,chip,onsite,jpmc
21506,Waggoner,IL,62572,swipe,onsite,jpmc
21507,Mimbres,NM,88049,swipe,onsite,jpmc
21508,Yellow Spring,WV,26865,chip,offsite,jpmc
21509,Woonsocket,SD,57385,swipe,onsite,jpmc
21510,Brighton,MA,2135,chip,onsite,jpmc
21511,New Blaine,AR,72851,swipe,offsite,jpmc
21512,Fayetteville,NC,28306,swipe,onsite,jpmc
21513,Benedict,MN,56436,chip,onsite,jpmc
21514,Bakersfield,CA,93386,swipe,onsite,jpmc
21515,New Bern,NC,28561,chip,onsite,jpmc
21516,Junedale,PA,18230,chip,offsite,jpmc
21517,Topeka,KS,66601,chip,onsite,jpmc
21518,Brownville,NE,68321,swipe,onsite,jpmc
21519,Hillsdale,IL,61257,chip,offsite,jpmc
21520,Huntsville,AL,35802,chip,onsite,jpmc
21521,Rantoul,IL,61866,chip,onsite,wellsfargo
21522,Fort Worth,TX,76133,chip,onsite,jpmc
21523,Cutler,ME,4626,swipe,onsite,jpmc
21524,Tigerville,SC,29688,chip,onsite,jpmc
21525,Brighton,MI,48114,swipe,onsite,jpmc
21526,Belfast,TN,37019,swipe,onsite,jpmc
21527,Moorhead,MS,38761,swipe,onsite,jpmc
21528,Salvisa,KY,40372,chip,onsite,jpmc
21529,Lower Kalskag,AK,99626,swipe,onsite,hsbc
21530,Woodward,PA,16882,chip,onsite,jpmc
21531,Upper Marlboro,MD,20792,swipe,onsite,jpmc
21532,Columbus,OH,43236,chip,onsite,jpmc
21533,Boring,MD,21020,swipe,onsite,jpmc
21534,Oklahoma City,OK,73136,chip,onsite,jpmc
21535,Salsbury Cove,ME,4672,chip,onsite,jpmc
21536,Austin,TX,78716,chip,onsite,jpmc
21537,Oklahoma City,OK,73198,chip,onsite,jpmc
21538,Eastport,ME,4631,chip,onsite,jpmc
21539,Duluth,MN,55808,swipe,onsite,jpmc
21540,Nogales,AZ,85662,chip,offsite,jpmc
21541,Tonopah,AZ,85354,chip,onsite,jpmc
21542,Inverness,CA,94937,swipe,onsite,jpmc
21543,Davisville,WV,26142,chip,onsite,jpmc
21544,Baltic,SD,57003,chip,onsite,jpmc
21545,Wood Lake,NE,69221,chip,onsite,jpmc
21546,Redfield,IA,50233,swipe,onsite,jpmc
21547,Bath Springs,TN,38311,swipe,onsite,jpmc
21548,Slatington,PA,18080,chip,offsite,jpmc
21549,Hartford,KY,42347,swipe,onsite,jpmc
21550,Levittown,PA,19058,swipe,onsite,jpmc
21551,Sour Lake,TX,77659,chip,onsite,jpmc
21552,Lincoln,NE,68516,chip,onsite,jpmc
21553,Derby Line,VT,5830,chip,onsite,jpmc
